Date,Bitcoin,Ethereum,Solana
2014-01-11 00:00:00 UTC,905.72,8.111040745,1.206243024
2014-01-12 00:00:00 UTC,867.45,7.855106665,1.363459012
2014-01-13 00:00:00 UTC,840.96,8.377192624,1.445884806
2014-01-14 00:00:00 UTC,838.05,7.995361207,1.328260798
2014-01-15 00:00:00 UTC,860.44,7.812751656,1.306540128
2014-01-16 00:00:00 UTC,837.98,7.424663266,1.51912825
2014-01-17 00:00:00 UTC,812.9,7.72469455,1.676068535
2014-01-18 00:00:00 UTC,840,7.250216005,1.537839088
2014-01-19 00:00:00 UTC,838.17,7.47581761,1.515807496
2014-01-20 00:00:00 UTC,869.15,8.892970092,1.841140876
2014-01-21 00:00:00 UTC,869.57,8.832454373,1.802628913
2014-01-22 00:00:00 UTC,865.03,10.10782117,2.14770799
2014-01-23 00:00:00 UTC,846.97,9.285335811,2.421784607
2014-01-24 00:00:00 UTC,808.32,9.414136136,2.161868957
2014-01-25 00:00:00 UTC,804.39,9.827130178,1.923185464
2014-01-26 00:00:00 UTC,853.51,9.277042147,2.367409285
2014-01-27 00:00:00 UTC,891.86,9.381202894,3.234482123
2014-01-28 00:00:00 UTC,777,9.529202062,3.388588369
2014-01-29 00:00:00 UTC,816.85,9.353276546,3.473732232
2014-01-30 00:00:00 UTC,817.17,9.350283704,3.10762749
2014-01-31 00:00:00 UTC,817.93,9.98130292,3.586764677
2014-02-01 00:00:00 UTC,832.52,10.09149229,3.520762209
2014-02-02 00:00:00 UTC,836.41,10.58566158,3.278193489
2014-02-03 00:00:00 UTC,813.38,10.17609857,3.255779395
2014-02-04 00:00:00 UTC,832.36,9.960446893,3.4518655
2014-02-05 00:00:00 UTC,830.92,11.13364598,3.815984156
2014-02-06 00:00:00 UTC,805.08,12.15713716,3.77514664
2014-02-07 00:00:00 UTC,721.32,13.35361431,3.641431312
2014-02-08 00:00:00 UTC,701.61,14.71832476,3.729115837
2014-02-09 00:00:00 UTC,672.07,13.69368343,2.998811475
2014-02-10 00:00:00 UTC,689.65,13.99924844,3.341360079
2014-02-11 00:00:00 UTC,697.76,14.24898607,3.501568303
2014-02-12 00:00:00 UTC,655.26,13.2350366,3.631707075
2014-02-13 00:00:00 UTC,651.91,12.66434299,3.713999633
2014-02-14 00:00:00 UTC,623.57,12.50426453,4.032884054
2014-02-15 00:00:00 UTC,644.1,12.49835341,3.699511535
2014-02-16 00:00:00 UTC,613.85,11.19174476,3.817402068
2014-02-17 00:00:00 UTC,645.14,11.76324561,3.864348593
2014-02-18 00:00:00 UTC,625.01,12.38905214,4.233485773
2014-02-19 00:00:00 UTC,620.99,12.67843107,4.263968589
2014-02-20 00:00:00 UTC,593.89,14.00927376,4.594574803
2014-02-21 00:00:00 UTC,582.75,13.85793783,5.257321085
2014-02-22 00:00:00 UTC,571.06,13.77433887,5.721470794
2014-02-23 00:00:00 UTC,622.97,13.84273588,6.416246734
2014-02-24 00:00:00 UTC,572.39,13.69739426,6.706647732
2014-02-25 00:00:00 UTC,489.31,13.97052907,6.117657912
2014-02-26 00:00:00 UTC,567.25,13.94200555,6.657339688
2014-02-27 00:00:00 UTC,586.28,14.54921695,7.908749784
2014-02-28 00:00:00 UTC,567.2,14.43177555,7.840138331
2014-03-01 00:00:00 UTC,560.11,14.44062374,9.021720125
2014-03-02 00:00:00 UTC,561.35,13.94373393,9.200179305
2014-03-03 00:00:00 UTC,585.79,13.96046097,9.228804888
2014-03-04 00:00:00 UTC,675,15.69700727,8.713969624
2014-03-05 00:00:00 UTC,658.24,17.55275029,8.727632198
2014-03-06 00:00:00 UTC,654.55,18.77037437,8.847305421
2014-03-07 00:00:00 UTC,617.62,18.42185369,8.30280603
2014-03-08 00:00:00 UTC,610.37,20.50940041,8.231931006
2014-03-09 00:00:00 UTC,636.17,15.39739782,9.012662633
2014-03-10 00:00:00 UTC,621.17,11.19713667,11.4408694
2014-03-11 00:00:00 UTC,624.23,12.23058703,10.04473383
2014-03-12 00:00:00 UTC,638.07,11.81483452,11.11340294
2014-03-13 00:00:00 UTC,639.03,12.98459788,14.42373053
2014-03-14 00:00:00 UTC,629.67,12.73775621,15.15827795
2014-03-15 00:00:00 UTC,638.07,13.676479,17.47180364
2014-03-16 00:00:00 UTC,629.55,13.9418969,13.81100907
2014-03-17 00:00:00 UTC,623.705,14.27628772,13.66893596
2014-03-18 00:00:00 UTC,612.622,13.84502996,13.31096512
2014-03-19 00:00:00 UTC,610.636,13.93254349,13.03076907
2014-03-20 00:00:00 UTC,592.07,12.29566056,15.03008569
2014-03-21 00:00:00 UTC,582.303,12.8004961,14.01008625
2014-03-22 00:00:00 UTC,561.22,13.3356267,14.13100351
2014-03-23 00:00:00 UTC,567.779,12.32964596,13.11502409
2014-03-24 00:00:00 UTC,571.418,12.0179825,12.63107018
2014-03-25 00:00:00 UTC,582.55,11.82516103,13.06809551
2014-03-26 00:00:00 UTC,584.442,11.42173873,13.91718705
2014-03-27 00:00:00 UTC,567.64,10.5408605,13.64022584
2014-03-28 00:00:00 UTC,503.661,10.51055994,14.86660709
2014-03-29 00:00:00 UTC,502.302,10.09893127,14.23353965
2014-03-30 00:00:00 UTC,469.938,11.39547875,15.97657142
2014-03-31 00:00:00 UTC,457.399,10.99572235,14.59862313
2014-04-01 00:00:00 UTC,478.7163,10.95729434,15.31847866
2014-04-02 00:00:00 UTC,437.515,10.51545171,14.56731405
2014-04-03 00:00:00 UTC,447.0822,10.60619361,14.16336589
2014-04-04 00:00:00 UTC,448.8792,10.48905469,13.68931374
2014-04-05 00:00:00 UTC,464.8259,11.24297096,14.27775626
2014-04-06 00:00:00 UTC,460.7028,11.32509705,14.26867568
2014-04-07 00:00:00 UTC,457.792,11.70171602,14.1828667
2014-04-08 00:00:00 UTC,450.4638,11.31478741,14.27580403
2014-04-09 00:00:00 UTC,440.1983,11.02255634,14.30622975
2014-04-10 00:00:00 UTC,360.8407,11.58250142,14.87033748
2014-04-11 00:00:00 UTC,420.0563,12.15278827,14.19456779
2014-04-12 00:00:00 UTC,420.66,12.60591713,13.60393816
2014-04-13 00:00:00 UTC,414.9495,14.31987737,12.96452276
2014-04-14 00:00:00 UTC,457.6338,14.38972534,14.74905407
2014-04-15 00:00:00 UTC,520.1233,12.80385181,16.56643725
2014-04-16 00:00:00 UTC,529.1625,13.81663068,18.00806967
2014-04-17 00:00:00 UTC,494.4,11.77164176,18.88489087
2014-04-18 00:00:00 UTC,478.2312,12.9663334,19.17575575
2014-04-19 00:00:00 UTC,501.5515,12.88314961,19.48663194
2014-04-20 00:00:00 UTC,497.3177,12.84003764,19.05545052
2014-04-21 00:00:00 UTC,492.6733,12.54708178,19.73831925
2014-04-22 00:00:00 UTC,484.8533,11.86840841,22.59896305
2014-04-23 00:00:00 UTC,487.525,10.96839785,24.02282912
2014-04-24 00:00:00 UTC,494.2733,8.352592748,22.94298584
2014-04-25 00:00:00 UTC,458.8067,10.22174782,24.98954918
2014-04-26 00:00:00 UTC,453.8,11.03216022,26.67473295
2014-04-27 00:00:00 UTC,437.9216,10.94001411,27.00514637
2014-04-28 00:00:00 UTC,436.92,10.89863635,27.78469812
2014-04-29 00:00:00 UTC,443.27,10.92030806,26.83396606
2014-04-30 00:00:00 UTC,444.9968,11.24580512,27.81776983
2014-05-01 00:00:00 UTC,455.0913,12.19121871,28.52398051
2014-05-02 00:00:00 UTC,443.4734,12.1412228,27.56950727
2014-05-03 00:00:00 UTC,434.0333,11.98814019,26.45151636
2014-05-04 00:00:00 UTC,433.9432,11.97372013,27.82949194
2014-05-05 00:00:00 UTC,429.0761,11.57747267,25.28026504
2014-05-06 00:00:00 UTC,426.7634,11.25990352,25.01097915
2014-05-07 00:00:00 UTC,439.3,11.23080705,32.43000667
2014-05-08 00:00:00 UTC,437.3633,10.25082245,31.7251483
2014-05-09 00:00:00 UTC,447.4933,10.73534634,31.68779272
2014-05-10 00:00:00 UTC,452.505,10.72421681,32.31362189
2014-05-11 00:00:00 UTC,436.2833,10.71834472,39.04180159
2014-05-12 00:00:00 UTC,439.19,11.26275448,37.0668897
2014-05-13 00:00:00 UTC,437.305,11.15404431,40.74492272
2014-05-14 00:00:00 UTC,444.2467,11.06137739,47.66158942
2014-05-15 00:00:00 UTC,444.25,11.01254308,44.49648066
2014-05-16 00:00:00 UTC,445.165,11.01381199,43.2179654
2014-05-17 00:00:00 UTC,445.8533,11.33912744,45.03962011
2014-05-18 00:00:00 UTC,444.2133,11.25681266,42.5819452
2014-05-19 00:00:00 UTC,443.87,11.14950759,42.99529635
2014-05-20 00:00:00 UTC,483.4167,10.91304108,49.66339414
2014-05-21 00:00:00 UTC,488.7717,10.90629059,46.93452855
2014-05-22 00:00:00 UTC,522.6083,11.21087731,46.08780895
2014-05-23 00:00:00 UTC,524.475,11.49662475,42.7018941
2014-05-24 00:00:00 UTC,523.1083,12.00287748,44.89309349
2014-05-25 00:00:00 UTC,569.3767,12.0910428,43.43782697
2014-05-26 00:00:00 UTC,579.6217,11.79758522,43.07213433
